author_id,id,text
1481567442514362368,1497187498036166656,"ふむ☁️ サン 『だから… 付き合いたい。』

CM『あの 澤部が 株ゥ ！？！！？（爆音）』

鼓膜『アビャッポロリャッホォ！！！』"
1286523237157859328,1497184670349365259,澤部さんのうちで踊ろう（ヒゲ生えてるver.）めちゃくちゃ見たいので絶対流してください #ハライチのターン
343940087,1497184276617785349,α station 澤部渡の、NICE POP RADIO 好きなんだよなぁ。
1101127023978668032,1497184068374790147,「澤部さんはあの髪型でもコンディショナーをしている…っと」 
1264106604741292033,1497183573761490947,来週も澤部さんお休み😢澤部さんによる、うちで踊ろう動画を流すらしいw
1264106604741292033,1497183110060179459,"ハライチのターン！ 2022年2月24日（木）「ハライチのターン！」放送終了後アフタートーク 
アフタートーク！？と思ったら、火曜日に澤部さんの濃厚接触の伝達の前にTBSラジオに入っちゃった岩井さんによるビフォートークだったw"
1333786644781010950,1497182976417079297,"澤部さんとのツーショットチェキも見たい
蕎麦のチェキでもいい"
1264106604741292033,1497182609256124424,ハライチのターンとメガネびいき3時間生放送、ゆるゆると聴けて楽しかった。でもやっぱり澤部ツッコミが恋しい！
3273671359,1497181294790201349,いまのテレビ番組で澤部が奈良でたから中岡は失格とか言ってたけど4分もネタ伸ばしたしか失格やろっておもっちゃったわ
1202872299084320768,1497180099975602177,"佐久間さんのラジオでターンリスナーで岩井さんからは澤部と呼ばれていると言っていた花澤香菜さん、来週のターンに澤部さんの代役で出んかな…
#ハライチのターン"
1196030224242069505,1497179391717421056,@iwaiyu_ki いやーー澤部さんは心配ですが、岩井さん矢作さんの３時間も面白すぎました！！
1339108106391805954,1497179324667285504,"澤部「また来週！」

M13
20:56 あの鐘を鳴らすのはあなた / 和田アキ子 
#αSTATION #FM京都 #ナイポレ #スカート #澤部渡"
1339108106391805954,1497179009779527684,"澤部「『コレじゃダメでしょ！』と怒られたらその通りです、すいません😅」
 #αSTATION #FM京都 #ナイポレ #スカート #澤部渡"
1339108106391805954,1497178872949141505,"澤部「80年から85年がぽっかり空いた不気味な特集になったけど」
#αSTATION #FM京都 #ナイポレ #スカート #澤部渡"
1339108106391805954,1497178771732176900,"澤部「このアウトロでしょ？サイケなんじゃないかと思う曲」
 #αSTATION #FM京都 #ナイポレ #スカート #澤部渡"
1339108106391805954,1497178659538751495,"澤部「歌謡曲は1番2番サビの繰り返し」
作詞作曲宇崎夫妻に編曲萩田光雄
#αSTATION #FM京都 #ナイポレ #スカート #澤部渡"
1242838894246158337,1497178542043369477,セーラー増本もね（澤部佑）　セーラー増本？　あれ中学生？（土田晃之）　ドリフのコントの中学生ね（澤部）　昭和感（テロップ）
2597906425,1497177333954150401,ハライチ澤部佑、新型コロナ濃厚接触者で自宅待機　PCRは陰性、体調も異常なし（オリコン） 
963283099722264577,1497177219722280962,"ハライチ澤部佑、新型コロナ濃厚接触者で自宅待機　PCRは陰性、体調も異常なし(オリコン)
#Yahooニュース
"
1339108106391805954,1497177069247397895,"歌謡曲は瞬発力
澤部「何も残らない方がいいかもしれない、でもこの曲はムチャクチャですよ！」
#αSTATION #FM京都 #ナイポレ #スカート #澤部渡"
1339108106391805954,1497176797217423362,"澤部「伝わりましたか？異物感ありましたよね」
それが引っかかって心に残る
#αSTATION #FM京都 #ナイポレ #スカート #澤部渡"
1072945153,1497176767202672640,nice pop radio。歌謡曲は分業制…という澤部さんの解説。
1286294410368450561,1497176726077460487,"相変わらず澤部くそつまーねーな
消えろっての"
708535480439025664,1497176691336421378,フジテレビ📺爆買い⭐︎スター恩返し📺澤部佑🤮🤮🤮🤮🤮トーク力🈚️コメント力🈚️芸🈚️存在価値🈚️視聴価値🈚️他局📺視聴👀👂
1339108106391805954,1497176206994980865,"中森明菜の『飾りじゃないのよ涙は』
80年以降にアイドルの曲をシンガーソングライターが書く
澤部「聴いてみたら無茶苦茶やってる」
サビで中森明菜の声に空間系のイフェクトをかけている
澤部「そこまでやっちゃっていいの？」
#αSTATION #FM京都 #ナイポレ #スカート #澤部渡"
1339108106391805954,1497175833529577474,"筒美京平
澤部「ちょっとジャズっぽい部分感じました?」
1973年の作品
#αSTATION #FM京都 #ナイポレ #スカート #澤部渡"
1014237438,1497175259321028609,"@be_life5732 ままままじ？
これからはお笑い芸人ハライチの澤部？の出身地ですじゃなくて井上スパイスの会社があるところです！って言うようにするか。"
1339108106391805954,1497175107374301187,"都倉俊一作曲

澤部「そういえば林哲司がシティポップって話もしたけど」
60年代はジャズメンが歌謡曲を作っていたからジャズの匂い
そのジャズの匂いが消えたのが76年ぐらい
そこからYMOまでが純粋な歌謡曲
#αSTATION #FM京都 #ナイポレ #スカート #澤部渡"
1351757782060466176,1497174855568936961,"第58回 逃走中 偶像决战东京巨蛋！4小时SP
金村 天蓝
楓 紫色
瀧脇 红色
東村 深绿色
森田 橙色
与田 玫色
老岛田中 深蓝色
猩爷 白色
吉村 深橙色
澤部 三色混搭
矢口 棕色
兼近 黄色"
1233840652074414080,1497174317456855046,"竹内まりや「セプテンバー」
なるほど、サビで歌が出るようにバッキングが少し控えめ？になってるのか。
曲はもちろんいいけど、めちゃよくできてるなー。
さすがの澤部解説!
 #ナイポレ"
1339108106391805954,1497174282350501892,"カルメン77
澤部「今聴いても胸が熱くなる」
#αSTATION #FM京都 #ナイポレ #スカート #澤部渡"
1130040789373923334,1497173632619278337,澤部濃厚接触ってことは澤部がいないそこさくを見る可能性があるってこと…？耐えられないよそんなの
1339108106391805954,1497173199628677123,"澤部「ベースの隙間をまりやさんの声が抜けていく感じがたまんない」
#αSTATION #FM京都 #ナイポレ #スカート #澤部渡"
1339108106391805954,1497173119597150214,"作詞松本隆作曲編曲林哲司
澤部「コーラスEPOさん」
イーピーオー速い！イーピーオー速い！
#αSTATION #FM京都 #ナイポレ #スカート #澤部渡"
1445065538,1497173039712112642,ハライチ澤部、コロナ濃厚接触者発表するもニュースにならず！心配されたのは櫻坂番組のことだけだった「この世界どうかしてる」 
1339108106391805954,1497172606721486852,"澤部「シティポップって何かというと林哲司さんの音楽と定義していいんじゃないかと」
#αSTATION #FM京都 #ナイポレ #スカート #澤部渡"
1339108106391805954,1497172485908799490,"後半
澤部「YMOがいない歌謡曲を選んでる」
#αSTATION #FM京都 #ナイポレ #スカート #澤部渡"
1197418035037917184,1497171475387719680,"昨日の3時間岩井さんと矢作さんがやってるラジオ魅力的やし
絶対面白いし
聴くなら今の小休止注意なんなけど
澤部さんいないのは寂しすぎるから
まだ聴き始められない複雑な気持ち🙄"
1339108106391805954,1497171155278757895,"続いてオメガトライブ
澤部「カルロス・トシキは衝撃だった。外山さんの影響だけど」
#αSTATION #FM京都 #ナイポレ #スカート #澤部渡"
1286294410368450561,1497171147544162305,【定期】澤部本当に面白くない
1339108106391805954,1497171011296718848,"澤部「『話しかけたかった』というのが」
#αSTATION #FM京都 #ナイポレ #スカート #澤部渡"
1339108106391805954,1497170882829365249,"今澤部氏は歌謡曲はYMO以前のものと言っていたけど、
むしろアイドルソング・アニソンについてはYMO以降も歌謡曲と呼んでいい曲が結構あるんじゃないかなと
この南野陽子も森高千里に受け継がれたような感じだし
#αSTATION #FM京都 #ナイポレ #スカート #澤部渡"
1072945153,1497170871739240449,nice pop radio。自分の中の歌謡曲って、どこまでなんだろうというお話。どこまでとは…と思ってたら、YMOあたりまでと澤部さん。でも今回はゆうゆさんとか南野陽子さんの歌が流れてきたりする。「80年代中盤の歌謡曲」と澤部さん。
1442517160614457350,1497170607632371714,昨日のハライチのターン、濃厚接触者になった澤部さんに対して、坂道系のオタクが「（番組）どうなるんすか？！」みたいな声をあげるのどうかしてるけどねって言ってた岩井さん、ハライチの関係性が垣間見えて嬉しくなってる
1416966012835024898,1497170250047102987,ハライチ澤部、コロナ濃厚接触者発表するもニュースにならず！心配されたのは櫻坂番組のことだけだった「この世界どうかしてる」 –  
1339108106391805954,1497169893355327489,"澤部「自分にとっての歌謡曲って何なのかなと考えてみた」
それはYMO以前の曲だった
澤部「だからYMO以降を外そうと思ったけど80年代にも歌謡曲はあった」
#αSTATION #FM京都 #ナイポレ #スカート #澤部渡"
83086248,1497169679785545730,"奈良には古墳が！
澤部「多過ぎますっって！」
奈良県民達「え？(普通では？)」"
1072945153,1497168575286497283,聴いてます。FM京都のnice pop radio。今日は歌謡曲特集。選曲が難しい難しいーと澤部さん。どんな歌謡曲が…と待ち構えていたらジュディ・オングの「魅せられて」が流れてきた。染みる。
1339108106391805954,1497168432105930754,"『喫茶ロック』
澤部「考えてみよう」
#αSTATION #FM京都 #ナイポレ #スカート #澤部渡"
1339108106391805954,1497168348152733696,"改編期が近いのでメールを
澤部「いい心がけです。皆さんメールを！」
#αSTATION #FM京都 #ナイポレ #スカート #澤部渡"
1339108106391805954,1497168180267347968,"レンタルCDも厳しい模様
澤部「寂しいしどうやってクレジット確認していくんだ」
#αSTATION #FM京都 #ナイポレ #スカート #澤部渡"
1339108106391805954,1497167989648785414,"DVDの感想
『澤部氏がお客さんがいるおかげかノリノリだった』
#αSTATION #FM京都 #ナイポレ #スカート #澤部渡"
1339108106391805954,1497167833934942214,"澤部「酸っぱい辛いをゴリゴリ押してくるまさに歌謡曲」
#αSTATION #FM京都 #ナイポレ #スカート #澤部渡"
1339108106391805954,1497167716612206596,"澤部「歌謡曲としか言えない曲の一つ」
#αSTATION #FM京都 #ナイポレ #スカート #澤部渡"
1210416921801216000,1497166897066156034,"『どうしてこんなに晴れているのに』
この曲も大好き💕😊
澤部さんの声素敵✨
#ナイポレ 📻️"
1339108106391805954,1497165851031928834,"澤部「僕元々子供の頃から歌謡曲は好き」
だが自分の曲は歌謡曲にならなかった
#αSTATION #FM京都 #ナイポレ #スカート #澤部渡"
1339108106391805954,1497165583464689666,"1975年
澤部「境目を捉えていてすばらしい」
後1年遅ければディスコ調になっていたかもしれない
ニューミュージックとディスコのちょうど中間
#αSTATION #FM京都 #ナイポレ #スカート #澤部渡"
1339108106391805954,1497165319013822476,"澤部「なるべく王道を選びました」
#αSTATION #FM京都 #ナイポレ #スカート #澤部渡"
1196759191643283456,1497165063492292609,"YouTubeで投資の胡散臭い広告目にするけど、最近特に酷い気がする。

毎日1億以上稼いだ元証券マンが教える〜とか、ファンドが売る決算前に買って、買い戻す決算後に売るだけで、3日で1万円が10万円になる手法とか。

LINE証券の澤部出てくる広告も最近だし、イナゴが来て投資ブームになるのは嫌だな。"
1034527682,1497164646847033344,"【過去のヒット記事】
「総合力で澤部に勝てる芸人はいない」ハライチ岩井勇気の相方論
"
1104981701980151808,1497164481809600514,"今週の『 #しくじり先生 』は
本編未公開映像が盛り沢山✨✨

今回はこちら👇
『ツッコミ枠の歌唱チェック🎤』

#ハライチ 澤部
#マヂカルラブリー 村上
#モグライダー 芝
#トンツカタン 森本
の歌唱シーンを公開‼️

公式YouTubeにて未公開映像を
随時更新予定なので
チャンネル登録お待ちしてます🥰"
3266714868,1497163866496970757,"水谷 いまは澤部似と波田斬り

2016年8月13日"
1286523237157859328,1497163680831528961,電話越しの澤部さん〜！元気そうで助かる〜！ #ハライチのターン
921609928187420673,1497163283283202048,"澤部さん、コロナの濃厚接触者になってたの？全然知らなかった…笑
#ハライチのターン"
276558702,1497159688957280258,"自宅待機中の澤部さんは鎌倉殿の13人を見ていたー☺️
#ハライチのターン #鎌倉殿の13人"
153089397,1497157332756987905,黒田有彩「あ～あっつ～～～い！澤部くん今日めっちゃ暑くない？はぁ鎖骨まで熱い。はぁっ自分の汗で滑ってもた。♪せっせっせ～のよいよいよいおちゃらかおちゃらかおちゃらかホイ」　―【DT澤部】怪演にケンコバ「怖いわ（笑）」。ＤＴのみならず芸人全員引く　9/4＃21 #cpnf
1285218780079984641,1497155663574999040,"@m__io_1014 初めまして
アダルトJapanの広報担当な澤部です、セクシービデオの出演に興味ありませんか？"
948006159989981184,1497153392078061572,"魔女の宅急便の実写映画の記憶ないな…
小芝風花さん、尾野真知子さんどちらも出演してて、矢作さん澤部さんどちらもあってたww
矢作さんがキキじゃない人を言うから認識合わなかったんやw"
1416966012835024898,1497152798122823683,ハライチ澤部、コロナ濃厚接触者発表するもニュースにならず！心配されたのは櫻坂番組のことだけだった「この世界どうかしてる」 –  
1866577303,1497152544745095168,"バスケ部だった男性芸能人 田村裕 永井大 
ゆず北川 なかやまきんにくん 中村昌也 金子ノブアキ ハライチ澤部 ウエンツ 小池徹平 福士蒼汰 松坂桃李  デューク更家 速水もこみち ALFEE高見沢 柳葉敏郎 松山千春 相葉雅紀 松田悟志 山田カントリー浅井 横山裕 藤ヶ谷太輔"
133654995,1497152059657048064,澤部が恋しいわ～
1294624406476447744,1497150300343644162,"矢作さんと岩井さんも面白くてもっとやれ〜！って思うけど
ジングルで澤部さんの声聞いたらめちゃくちゃ寂しくなったり🥲
澤部さん早く帰ってきて〜🥲！！！
 #ハライチのターン"
168831155,1497150116322443265,ハライチ澤部佑、新型コロナ濃厚接触者で自宅待機　PCRは陰性、体調も異常なし #SmartNews  
1257324516025397253,1497149995895513088,今日は荷物を出しにファミマに行ったらいつもの親切な澤部似のお兄さんが変わらず親切だった。そしてセブンに行ったらいつものベテランばばぁがいたけど若いお兄さんのレジでちょっと支払いに手間取ってちんたらしちゃったけどちゃんとありがとうございましたって言ってくれた。でも焦って疲れた。
1335756568818642945,1497149363323162624,@Comment_Ogiri 澤部佑、坊主
1340683508608454661,1497144088021241858,"@mit_s148cm え？みっこさん！！お笑い好き？ハライチどっちが好きです？澤部さんも良いですが、うちは髪長い方よ‼️😂

📻気になる👀ここ聞けるかな？検索やー"
77964243,1497142186562838531,クラウドが岩井さん一人しゃべり！ステイホームいじり笑 来週も澤部さん来れないのか。
982978249377513472,1497141292027224064,@inari_akane 澤部さんの代打でMCやって欲しいです🤩
1481055918037282817,1497140387080974337,「澤部が株！？」って言ってる顔、なんなんだねありゃ。おもろくも何ともない。むしろ不快。
1213771645,1497139687659835394,ハライチ澤部佑、新型コロナ濃厚接触者で自宅待機　PCRは陰性、体調も異常なし | ORICON NEWS  @oriconより
885131360481886209,1497139056609660930,@Comment_Ogiri 澤部級ホープ
77964243,1497137930867191809,3時間も岩井さんの供給があって大変〜状態だったけどすぐ聴き終わった。矢作さんとの掛け合いも楽しい。来週は澤部さん戻れるといいね。
869396676062044160,1497137645860036608,ハライチ澤部佑、新型コロナ濃厚接触者で自宅待機　PCRは陰性、体調も異常なし #SmartNews  
1427078797,1497136778809323523,【ハライチ】澤部に内緒でツッコミまくったら超面白かった！ 
1249660046541090824,1497136203749294084,"澤部さん、濃厚接触者か…
これじゃしばらく外出れないか…
なりゆきも見れない回がありそう… "
1000041078060339200,1497134540623851520,鈴木浩介 番組への愛炸裂「どれだけ出たかったかって」 ハライチ澤部「引いちゃうぐらいの熱がすごい」（スポニチアネックス） - Yahoo!ニュース(-∀-`; )
3152087508,1497133425282908168,ハライチ澤部、コロナ濃厚接触者発表するもニュースにならず！心配されたのは櫻坂番組のことだけだった「この世界どうかしてる」 
902795833627656192,1497133210131517443,"タイムラインに澤部さんの顔が現れて、明け方に見た短い夢の内容を思い出した
何かの座談会的なやつに野良参加するわたし、挨拶のため隣を見るとどう見ても澤部さん。目をまんまるにして何度も見直しては飽きずに仰天、スカートの澤部さん…という肝心の一言目さえ出ずただただえっ、えっ、という顔で"
118999666,1497130603551989760,「ハライチ」澤部佑　コロナ濃厚接触者で「ハライチのターン」欠席　「しばらくの間、自宅待機」― スポニチ Sponichi Annex 芸能 
129201520,1497129191887994880,来週も澤部さんいないの寂しいな。木曜なら復帰してるのかな？　2週続けて生放送とかは無理なのかなー
1313410789588430849,1497128697006260225,@Yokai_Botdayo いや澤部も、、、
1172997834011860992,1497127289389465600,"澤部さ～ん!!!💕💕
おぜちゃんは心配してたと思うよ🥰🥰🥰知らんけど☺️ "
1322057188290949120,1497127225086251013,金曜20時はNICE POP RADIO！今週の選曲テーマは「歌謡曲特集」！（ナイポレには珍しく？）THE王道の歌謡曲を澤部氏がたっぷり選曲してくれています！マイク片手にお楽しみください🎤🔊 #スカート #澤部渡 #FM京都 #ナイポレ #走れナイスポップレディオ 
1224471605222367232,1497126591746691074,@micco1973 澤部「茹でちゃった‼︎茹でちゃったよリリス‼︎」
767604496155283456,1497124462927708160,"#まるごとツイート 
濃厚接触者、大変ですね。

小木さん、澤部さんも濃厚接触者で昨夜のラジオはリモート出演でしたよ。"
129201520,1497123350820565002,"待機中の澤部さんに動画を送らせる話こっちでもしてる。たぶんたぶんのコーナーが育ったら分校やりたい岩井さんw
矢作さん×岩井さん本当に良い！どちらの考え方にも納得できて対立するんじゃなくて理解で終わったのがよかったな。岩井さんの後輩力、矢作さんの包容力。2人のトーク定期的に聴きたいなー"
1351757782060466176,1497122090037628931,"次次回逃走中予想：
アイドル：
金村美玖
佐藤楓
瀧脇笙古
東村芽依
森田ひかる
与田祐希
經験者：
田中卓志
ゴリ
吉村崇
澤部佑
矢口真里
兼近大樹
HIKAKIN
SEIKIN
ウエンツ瑛士
杉村太蔵
池田美優
高岸宏行
初参戦：
はまやねん
タナカシンガル
知念侑李
橋本大輝
坂本勇人
はじめしゃちょー
#逃走中"
1383351747020673027,1497120810342891520,ハライチ澤部、コロナ濃厚接触者発表するもニュースにならず！心配されたのは櫻坂番組のことだけだった「この世界どうかしてる」 
1327166969083138048,1497120734258548740,"明日の HIGH☆FIVE は
日本代表キャラ強 選手名鑑⛹️‍♂️🏀

#シーホース三河 #西田優大 選手と
#千葉ジェッツ #富樫勇樹 選手を
MC澤部が熱くプレゼン🔥

27日(日)には #BS朝日 で
#ワールドカップアジア予選 オーストラリア戦を生中継📺
お楽しみに✨

#おでんくん #おろし富樫 "
796853828108709889,1497119781421420547,ハライチ澤部、コロナ濃厚接触者発表するもニュースにならず！心配されたのは櫻坂番組のことだけだった「この世界どうかしてる」  #スマートニュース
1332323561583767554,1497119771892252674,またニュースにならない澤部さんwwww　もうメディアが意図的にやってるとしか思えない(多分今回は本当にそれどころじゃなかったからだと思うけど) 
1450335421158678529,1497117567387078658,なんで澤部の方なんだよッッ 
1097412581948416001,1497116423281250305,"やっとニュースになってた

「ハライチ」澤部佑　コロナ濃厚接触者で「ハライチのターン」欠席　「しばらくの間、自宅待機」(スポニチアネックス)
#Yahooニュース
"
835842638657921024,1497115719049224192,"澤部さんの『うちでおどろう』見たい！
ハライチのターン！ 2022年2月24日（木）「ハライチのターン！」放送終了後アフタートーク   #ラジオクラウド #TBSラジオ"
1392782638151180288,1497115455890223107,@ri_risarun さすが澤部さんよなww
1405827866655297537,1497114486825578501,"どういうこと？
ねぇ
どういうこと？
By澤部

神様 何が正解ですか。
↑テロップ"
1005317029383921664,1497111676990402563,TBS junk等今週の伊集院光馬鹿力は五十肩で野球し、爆笑問題カーボーイは夢の太田が田中を結婚で苦しめ、ハライチのターンと澤部代打の矢作とあるあるし、おぎやはぎメガネびいきは小木代打岩井と語らい、エレ片はチャンス大城が訪れ、空気階段の踊り場は仮面ライダーの裏を語りました。今すぐラジコ 
126599815,1497109117663858689,"#ラジオクラウド
#ハライチのターン
澤部さんのおうちで踊ろう動画早くみたいww
(星野源との二分割で)"
422545321,1497106626511523842,澤部が顔面60点の彼女と目黒でラーメンを食べる
126599815,1497106023626067968,"#ハライチのターン
#ラジオクラウド
岩井さんの一人語りが新鮮笑
澤部さん来週は出てこれるかな？"
294747283,1497104705830359040,澤部が株を始めたって良いじゃねぇかよ
1175284307155308544,1497102551338319876,澤部さんが動画撮ってるの想像してめちゃくちゃ笑ってるの釣られて笑うし微笑ましいw
3270864480,1497102395217625090,@tomo_sarikyon けやかけで紹介時に土田さん・澤部さんに発言してました。「にんにくが凄くて、、、ビックリしました」
1379096482763010054,1497101964806549506,"「澤部にうちで踊ろうの動画撮らせましょうよ！」ってゆってる岩井さんめちゃ楽しそう笑
#ハライチのターン
#ラジオクラウド"
1379702167112572930,1497098028204756992,#お札になった留学生  うーん、ドラマだとはいえどう贔屓目に見ても津田梅子さんは広瀬すずちゃんじゃないと思うんだよな、俺の記憶だと。確かハライチ澤部さんを女装で和装させたら津田梅子さんて感じだったと思う。まぁ調べたらすぐ分かるとは思うけど。晩年は内海桂子師匠に似てたな。
1292402078162141186,1497097470383312899,"澤部さんの声聞けた～😍

#ハライチのターン"
88619923,1497094489806028800,"「ハライチ」澤部佑　コロナ濃厚接触者で「ハライチのターン」欠席　「しばらくの間、自宅待機」(スポニチアネックス)
#Yahooニュース
"
266693665,1497093900657250305,ハライチの澤部、おぎやはぎのおぎが濃厚接触者で休養した為岩井とやはぎが3時間放送でやったラジオ面白いw
863763278371069957,1497092034477572096,"ボビーのモノマネで澤部さんをイジる理佐様 #欅って書けない #渡邉理佐 #欅坂46
 "
349482447,1497091812565020673,"ハライチ澤部佑、新型コロナ濃厚接触者で自宅待機　PCRは陰性、体調も異常なし(オリコン)
#Yahooニュース
"
1192986555855429634,1497090080439255061,"「ハライチ」澤部佑 コロナ濃厚接触者で「ハライチのターン」欠席 「しばらくの間、自宅待機」
#おぎやはぎ #ハライチ #欠席 #澤部佑 #濃厚接触者 #矢作兼 #自宅待機 #芸能ニュース
"
257040670,1497090077776019456,このかっこいいところを、くみっｋ（ハンターに見つかる）：　大統領暗殺計画　：ハライチ澤部
830770445074829312,1497089093330956292,"そっか、澤部さん陰性でも来週のターンも来れないのか……悲しい…
#ハライチのターン
#ラジオクラウド"
275445450,1497088794553565187,澤部さん濃厚接触者になっちゃったのかー
889138494970277888,1497088602458578944,あらら💦これ以上何事もなく無事に戻ってきて欲しいところ....　ハライチ澤部佑、新型コロナ濃厚接触者で自宅待機　PCRは陰性、体調も異常なし（オリコン） 
1333786644781010950,1497086977027756036,"これからも健康を祈っています。復帰される日を楽しみにしています。

「ハライチ」澤部佑　コロナ濃厚接触者で「ハライチのターン」欠席　「しばらくの間、自宅待機」（スポニチアネックス） "
1394093472227856384,1497086815983251457,"@rikyu_aoiro ハライチの澤部さんが行くところとは違うレゴよね。。あの人はお台場だから。。

いろはすの金額の衝撃💥( っﾟ､｡)っ"
1339992586522542081,1497085912173494276,ハライチ澤部、コロナ濃厚接触者発表するもニュースにならず！心配されたのは櫻坂番組のことだけだった「この世界どうかしてる」 
1126880284299784193,1497085139595132928,"一応本気で澤部のこと心配してるんだぞ
そこさくにとって重要人物すぎるからな"
1369158275086786561,1497084758513549312,澤部草
2778114884,1497082734488948736,"ハライチ澤部、コロナ濃厚接触者発表するもニュースにならず！心配されたのは櫻坂番組のことだけだった「この世界どうかしてる」 | ママテナ
"
917655664456904705,1497081360183627776,"ハライチ澤部、コロナ濃厚接触者発表するもニュースにならず！心配されたのは櫻坂番組のことだけだった「この世界どうかしてる」

#岩井勇気 #澤部佑

▼詳しくはこちら
"
133351059,1497081260941869058,"「ハライチ」澤部佑　コロナ濃厚接触者で「ハライチのターン」欠席　「しばらくの間、自宅待機」(スポニチアネックス)
#Yahooニュース
"
865921076,1497079616380751874,「ハライチ」澤部佑　コロナ濃厚接触者で「ハライチのターン」欠席　「しばらくの間、自宅待機」― スポニチ Sponichi Annex 芸能 
312858750,1497078917512892416,「ハライチ」澤部佑　コロナ濃厚接触者で「ハライチのターン」欠席　「しばらくの間、自宅待機」(スポニチアネックス) 
1471767761374556160,1497078881286770703,「ハライチ」澤部佑　コロナ濃厚接触者で「ハライチのターン」欠席　「しばらくの間、自宅待機」(スポニチアネックス) 
2518431631,1497078414892748814,「ハライチ」澤部佑　コロナ濃厚接触者で「ハライチのターン」欠席　「しばらくの間、自宅待機」(スポニチアネックス) 
1251375283103399936,1497078198579908627,「ハライチ」澤部佑　コロナ濃厚接触者で「ハライチのターン」欠席　「しばらくの間、自宅待機」(スポニチアネックス) 
1385601312629342208,1497078163465113603,「ハライチ」澤部佑　コロナ濃厚接触者で「ハライチのターン」欠席　「しばらくの間、自宅待機」(スポニチアネックス) 
